PMID,Abstract,PublishedYear
33359475,"The pathophysiology of Amyotrophic Lateral Sclerosis (ALS), a disease caused by the gradual degeneration of motoneurons, is still largely unknown. Insufficient neurotrophic support has been cited as one of the causes of motoneuron cell death. Neurotrophic factors such as BDNF have been evaluated in ALS human clinical trials, but yielded disappointing results attributed to the poor pharmacokinetics and pharmacodynamics of BDNF. In the inherited ALS G93A SOD1 animal model, deletion of the BDNF receptor TrkB.T1 delays spinal cord motoneuron cell death and muscle weakness through an unknown cellular mechanism. Here we show that TrkB.T1 is expressed ubiquitously in the spinal cord and its deletion does not change the SOD1 mutant spinal cord inflammatory state suggesting that TrkB.T1 does not influence microglia or astrocyte activation. Although TrkB.T1 knockout in astrocytes preserves muscle strength and co-ordination at early stages of disease, its specific conditional deletion in motoneurons or astrocytes does not delay motoneuron cell death during the early stage of the disease. These data suggest that TrkB.T1 may limit the neuroprotective BDNF signaling to motoneurons via a non-cell autonomous mechanism providing new understanding into the reasons for past clinical failures and insights into the design of future clinical trials employing TrkB agonists in ALS.",2021
33359139,"Disruption in copper homeostasis causes a number of cognitive and motor deficits. Wilson's disease and Menkes disease are neurodevelopmental disorders resulting from mutations in the copper transporters ATP7A and ATP7B, with ATP7A mutations also causing occipital horn syndrome, and distal motor neuropathy. A 65 year old male presenting with brachial amyotrophic diplegia and diagnosed with amyotrophic lateral sclerosis (ALS) was found to harbor a p.Met1311Val (M1311V) substitution variant in ATP7A. ALS is a fatal neurodegenerative disease associated with progressive muscle weakness, synaptic deficits and degeneration of upper and lower motor neurons. To investigate the potential contribution of the ATP7A<sup>M1311V</sup> variant to neurodegeneration, we obtained and characterized both patient-derived fibroblasts and patient-derived induced pluripotent stem cells differentiated into motor neurons (iPSC-MNs), and compared them to control cell lines. We found reduced localization of ATP7A<sup>M1311V</sup> to the trans-Golgi network (TGN) at basal copper levels in patient-derived fibroblasts and iPSC-MNs. In addition, redistribution of ATP7A<sup>M1311V</sup> out of the TGN in response to increased extracellular copper was defective in patient fibroblasts. This manifested in enhanced intracellular copper accumulation and reduced survival of ATP7A<sup>M1311V</sup> fibroblasts. iPSC-MNs harboring the ATP7A<sup>M1311V</sup> variant showed decreased dendritic complexity, aberrant spontaneous firing, and decreased survival. Finally, expression of the ATP7A<sup>M1311V</sup> variant in Drosophila motor neurons resulted in motor deficits. Apilimod, a drug that targets vesicular transport and recently shown to enhance survival of C9orf72-ALS/FTD iPSC-MNs, also increased survival of ATP7A<sup>M1311V</sup> iPSC-MNs and reduced motor deficits in Drosophila expressing ATP7A<sup>M1311V</sup>. Taken together, these observations suggest that ATP7A<sup>M1311V</sup> negatively impacts its role as a copper transporter and impairs several aspects of motor neuron function and morphology.",2021
33309802,"Amyotrophic lateral sclerosis (ALS) arises from the combined degeneration of motor neurons (MN) and corticospinal neurons (CSN). Recent clinical and pathological studies suggest that ALS might start in the motor cortex and spread along the corticofugal axonal projections (including the CSN), either via altered cortical excitability and activity or via prion-like propagation of misfolded proteins. Using mouse genetics, we recently provided the first experimental arguments in favour of the corticofugal hypothesis, but the mechanism of propagation remained an open question. To gain insight into this matter, we tested here the possibility that the toxicity of the corticofugal projection neurons (CFuPN) to their targets could be mediated by their cell autonomous-expression of an ALS causing transgene and possible diffusion of toxic misfolded proteins to their spinal targets. We generated a Crym-CreER<sup>T2</sup> mouse line to ablate the SOD1<sup>G37R</sup> transgene selectively in CFuPN. This was sufficient to fully rescue the CSN and to limit spasticity, but had no effect on the burden of misfolded SOD1 protein in the spinal cord, MN survival, disease onset and progression. The data thus indicate that in ALS corticofugal propagation is likely not mediated by prion-like mechanisms, but could possibly rather rely on cortical hyperexcitability.",2021
33155358,"Autosomal-recessive mutations in the Alsin Rho guanine nucleotide exchange factor (ALS2) gene may cause specific subtypes of childhood-onset progressive neurodegenerative motor neuron diseases (MND). These diseases can manifest with a clinical continuum from infantile ascending hereditary spastic paraplegia (IAHSP) to juvenile-onset forms with or without lower motor neuron involvement, the juvenile primary lateral sclerosis (JPLS) and the juvenile amyotrophic lateral sclerosis (JALS). We report 11 patients from seven unrelated Turkish and Yemeni families with clinical signs of IAHSP or JPLS. We performed haplotype analysis or next-generation panel sequencing followed by Sanger Sequencing to unravel the genetic disease cause. We described their clinical phenotype and analyzed the pathogenicity of the detected variants with bioinformatics tools. We further reviewed all previously reported cases with ALS2-related MND. We identified five novel homozygous pathogenic variants in ALS2 at various positions: c.275_276delAT (p.Tyr92CysfsTer11), c.1044C>G (p.Tyr348Ter), c.1718C>A (p.Ala573Glu), c.3161T>C (p.Leu1054Pro), and c.1471+1G>A (NM_020919.3, NP_065970.2). In our cohort, disease onset was in infancy or early childhood with rapid onset of motor neuron signs. Muscle weakness, spasticity, severe dysarthria, dysphagia, and facial weakness were common features in the first decade of life. Frameshift and nonsense mutations clustered in the N-terminal Alsin domains are most prevalent. We enriched the mutational spectrum of ALS2-related disorders with five novel pathogenic variants. Our study indicates a high detection rate of ALS2 mutations in patients with a clinically well-characterized early onset MND. Intrafamilial and even interfamilial diversity in patients with identical pathogenic variants suggest yet unknown modifiers for phenotypic expression.",2021
33087694,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease caused by progressive loss of motor neurons (MNs) and subsequent muscle weakness. These pathological features are associated with numerous cellular changes, including alteration in mitochondrial morphology and function. However, the molecular mechanisms associating mitochondrial structure with ALS pathology are poorly understood. In this study, we found that Dynamin-related protein 1 (Drp1) was dephosphorylated in several ALS models, including those with SOD1 and TDP-43 mutations, and the dephosphorylation was mediated by the pathological induction of protein phosphatase 1 (PP1) activity in these models. Suppression of the PP1-Drp1 cascade effectively prevented ALS-related symptoms, including mitochondrial fragmentation, mitochondrial complex I impairment, axonal degeneration, and cell death, in primary neuronal culture models, iPSC-derived human MNs, and zebrafish models in vivo. These results suggest that modulation of PP1-Drp1 activity may be a therapeutic target for multiple pathological features of ALS.",2020
33071739,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disease that causes degeneration of the lower and upper motor neurons and is the most prevalent motor neuron disease. This disease is characterized by muscle weakness, stiffness, and hyperreflexia. Patients survive for a short period from the onset of the disease. Most cases are sporadic, with only 10% of the cases being genetic. Many genes are now known to be involved in familial ALS cases, including some of the sporadic cases. It has also been observed that, in addition to genetic factors, there are numerous molecular mechanisms involved in these pathologies, such as excitotoxicity, mitochondrial disorders, alterations in axonal transport, oxidative stress, accumulation of misfolded proteins, and neuroinflammation. This pathology affects the motor neurons, the spinal cord, the cerebellum, and the brain, but recently, it has been shown that it also affects the visual system. This impact occurs not only at the level of the oculomotor system but also at the retinal level, which is why the retina is being proposed as a possible biomarker of this pathology. The current review discusses the main aspects mentioned above related to ALS, such as the main genes involved, the most important molecular mechanisms that affect this pathology, its ocular involvement, and the possible usefulness of the retina as a biomarker.",2020
32989102,To determine whether the GGC repeats in the <i>NOTCH2NLC</i> gene contribute to amyotrophic lateral sclerosis (ALS).,2020
32827689,"Amyotrophic lateral sclerosis (ALS) is an adult-onset disease characterized by the progressive death of motoneurons and denervation of muscle fibers. To restore motor function, surviving motoneurons in partially denervated muscles typically sprout axons to reinnervate denervated endplates. However, studies on the SOD1<sup>G93A</sup> rodent models of ALS indicate that sprouting is significantly limited in fast, but not slow, twitch muscles after disease onset. This limitation hastens the rate of muscle weakness and loss of motor function. The causes of this limitation are currently unknown. Sprouting could be limited because the SOD1<sup>G93A</sup> mutation weakens motoneurons making them incapable of expanding their field of innervation. Alternatively, motoneurons may be capable of sprouting, but unable to do so due to the loss of a permissive sprouting environment. To distinguish between the two possibilities, we compared the sprouting capacity of motoneuron subtypes by partially denervating the fast twitch plantaris (composed of type IIa/IIb muscle fibers) and slow twitch soleus muscles (type I/IIa fibers) prior to disease onset and weakening in SOD1<sup>G93A</sup> and WT mice. We found that only motoneurons innervating the SOD1<sup>G93A</sup> plantaris had a limited sprouting capacity. This was correlated with the selective loss of terminal Schwann cells (TSCs) at IIb fibers and an increase in macrophage infiltration. Treating SOD1<sup>G93A</sup> mice with the tyrosine kinase inhibitor, masitinib, significantly reduced infiltration, prevented TSC loss, and increased the sprouting capacity to near normal. These results suggest that TSCs at denervated type IIb muscle fibers are aberrantly targeted by infiltrating macrophages in SOD1<sup>G93A</sup> mice, and their loss accounts, at least in part, for the compromised sprouting capacity of the largest motoneurons during early stages of ALS.",2020
32671738,"Motor neuron diseases (MND) are a group of fatal progressive neurodegenerative diseases, which selectively affect the motor system in the anterior horn of spinal cord, brainstem, cortex and pyramidal tract. Motor neurons could be divided into two groups, which are upper groups in the motor cortex and lower groups in the brain stem and spinal cord. Loss of lower motor neurons leads to muscle weakness, wasting and cramps. Loss of upper motor neurons leads to brisk reflexes and functional limits. There are several types of motor neuron disease: amyotrophic lateral sclerosis (ALS), progressive bulbar palsy (PBP), progressive muscular atrophy (PMA), primary lateral sclerosis (PLS). Now, the studies of autophagy in MND focus on the type of ALS, so this chapter will summarize the alteration of autophagy in motor neurons, and how that knowledge contributes to our understanding of the pathogenesis of ALS.",2020
32588450,"Recent studies carried out on amyotrophic lateral sclerosis patients suggest that the disease might initiate in the motor cortex and spread to its targets along the corticofugal tracts. In this study, we aimed to test the corticofugal hypothesis of amyotrophic lateral sclerosis experimentally.",2020
32526057,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disorder affecting primarily the motor system, but in which extra-motor manifestations are increasingly recognized. The loss of upper and lower motor neurons in the motor cortex, the brain stem nuclei and the anterior horn of the spinal cord gives rise to progressive muscle weakness and wasting. ALS often has a focal onset but subsequently spreads to different body regions, where failure of respiratory muscles typically limits survival to 2-5 years after disease onset. In up to 50% of cases, there are extra-motor manifestations such as changes in behaviour, executive dysfunction and language problems. In 10%-15% of patients, these problems are severe enough to meet the clinical criteria of frontotemporal dementia (FTD). In 10% of ALS patients, the family history suggests an autosomal dominant inheritance pattern. The remaining 90% have no affected family members and are classified as sporadic ALS. The causes of ALS appear to be heterogeneous and are only partially understood. To date, more than 20 genes have been associated with ALS. The most common genetic cause is a hexanucleotide repeat expansion in the C9orf72 gene, responsible for 30%-50% of familial ALS and 7% of sporadic ALS. These expansions are also a frequent cause of frontotemporal dementia, emphasizing the molecular overlap between ALS and FTD. To this day there is no cure or effective treatment for ALS and the cornerstone of treatment remains multidisciplinary care, including nutritional and respiratory support and symptom management. In this review, different aspects of ALS are discussed, including epidemiology, aetiology, pathogenesis, clinical features, differential diagnosis, investigations, treatment and future prospects.",2020
32250500,The aim of our study was to describe patients with the p.D12Y variant (previously reported as D11Y) in SOD1 showing heterogeneous clinicopathological features.,2020
32042907,"The aim of this study was to evaluate whether mutations in <i>ERLIN2</i>, known to cause SPG18, a recessive hereditary spastic paraplegia (SP) responsible for the degeneration of the upper motor neurons leading to weakness and spasticity restricted to the lower limbs, could contribute to amyotrophic lateral sclerosis (ALS), a distinct and more severe motor neuron disease (MND), in which the lower motor neurons also profusely degenerates, leading to tetraplegia, bulbar palsy, respiratory insufficiency, and ultimately the death of the patients.",2019
31863610,"We report an autopsy case of amyotrophic lateral sclerosis with L126S mutation in the superoxide dismutase 1 (SOD1) gene (SOD1). The patient was a 69-year-old Japanese man without relevant family history, who initially presented with slow progressive muscle weakness of the lower extremities without upper motor neuron signs, and died of respiratory failure 6 years after the onset. Neuropathological examination revealed a loss of lower motor neurons and degeneration of Clarke's column commensurate with that of the posterior spinocerebellar tract and the middle root zone of the posterior column. The primary motor area was minimally affected. Characteristic SOD1-immunopositive neuronal intracytoplasmic inclusions, mixed with neurofilament accumulation, were present in the affected areas. Isolated inferior olivary hypertrophy was observed, but did not involve the contralateral dentate nucleus, or the ipsilateral red nucleus and central tegmental tract, where no neuronal inclusions were found. In combination with data from a previous autopsy case, this study suggests that the L126S mutation may cause focal neuronal degeneration in the brainstem.",2020
31376190,"Muscle weakness plays an important role in neuromuscular disorders comprising amyotrophic lateral sclerosis (ALS). However, it is not established whether muscle denervation originates from the motor neurons, the muscles or more likely both. Previous studies have shown that the expression of the SOD1G93A mutation in skeletal muscles causes denervation of the neuromuscular junctions, inability to regenerate and consequent atrophy, all clear symptoms of ALS. In this work, we used SOD1G93A mice, a model that best mimics some pathological features of both familial and sporadic ALS, and we investigated some biological effects induced by the activation of the P2X7 receptor in the skeletal muscles. The P2X7, belonging to the ionotropic family of purinergic receptors for extracellular ATP, is abundantly expressed in the healthy skeletal muscles, where it controls cell duplication, differentiation, regeneration or death. In particular, we evaluated whether an in vivo treatment in SOD1G93A mice with the P2X7 specific agonist 2'(3')-O-(4-Benzoylbenzoyl) adenosine5'-triphosphate (BzATP) just before the onset of a pathological neuromuscular phenotype could exert beneficial effects in the skeletal muscles. Our findings indicate that stimulation of P2X7 improves the innervation and metabolism of myofibers, moreover elicits the proliferation/differentiation of satellite cells, thus preventing the denervation atrophy of skeletal muscles in SOD1G93A mice. Overall, this study suggests that a P2X7-targeted and site-specific modulation might be a strategy to interfere with the complex multifactorial and multisystem nature of ALS.",2020
31257275,"Objective Amyotrophic lateral sclerosis (ALS) is an adult-onset neurodegenerative disease characterized by the progressive loss of the upper and lower motor neurons that progresses to paralysis of almost all skeletal muscles of the extremities, bulbar, and respiratory system. Although most ALS cases are sporadic, about 10% are dominantly inherited. We herein report an atypical phenotype of familial ALS (fALS). To elucidate the phenotype-genotype correlation of this atypical phenotype of fALS, clinical and genetic investigations were performed. Methods and Patients Five sibling patients (three men, two women) from a Japanese family and one healthy sibling (a woman) were clinically interviewed and examined. Genetic analyses, including genome-wide linkage analyses and whole-exome sequencing, were performed using genomic DNA extracted from the peripheral blood samples of these siblings. Results The clinical features of fALS are characterized by slow progression (mean duration of the disease±standard deviation [SD]: 19.6±3.9 years) and lower extremities-predominant late-onset muscular weakness (mean onset of muscular weakness±SD: 52.8±2.6 years). Genetic analyses revealed novel heterozygous missense mutations of c.2668C>T, p.R890C in the PLEC gene and c.421G>C, p.V141L in the ST3GAL6 gene in all affected siblings. Conclusion A new atypical fALS family with a benign clinical course is herein reported. We identified two candidate gene mutations of PLEC and ST3GAL6 linked to this phenotype.",2019
31189468,"Amyotrophic lateral sclerosis (ALS) is a fatal neuromuscular disease resulting from motor neuron degeneration that causes muscle weakness, paralysis, and eventually respiratory failure. We investigated whether recombinant adeno-associated virus encoding human hepatocyte growth factor (rAAV-HGF) could generate beneficial effects in two mouse models with neuromuscular problems when intrathecally delivered to the subarachnoid space. We chose AAV serotype 1 (rAAV1) based on the expression levels and distribution of HGF protein in the lumbar spinal cord (LSC). After a single intrathecal (IT) injection of rAAV1-HGF, the protein level of HGF in the LSC peaked on day 14 and thereafter gradually decreased over the next 14 weeks. rAAV1-HGF was initially tested in the mouse nerve crush model. IT injection of rAAV1-HGF improved mouse hindlimb strength and rotarod performance, while histological analyses showed that the length of regenerated axons was increased and the structure of the neuromuscular junction (NMJ) was restored. rAAV1-HGF was also evaluated in the SOD1-G93A transgenic (TG) mouse model. Again, rAAV1-HGF not only improved motor performance but also increased the survival rate. Moreover, the number and diameter of spinal motor neurons (SMNs) were increased, and the shape of the NMJs restored. Data from in vitro motor cortical culture experiments indicated that treatment with recombinant HGF protein (rHGF) increased the axon length of corticospinal motor neurons (CSMNs). When cultures were treated with an ERK inhibitor, the effects of HGF on axon elongation, protein aggregation, and oxidative stress were suppressed, indicating that ERK phosphorylation played an important role(s). Taken together, our results suggested that HGF might play an important role(s) in delaying disease progression in the SOD1-G93A TG mouse model by reducing oxidative stress through the control of ERK phosphorylation.",2019
31147876,"In amyotrophic lateral sclerosis (ALS), motor neurons die selectively. Therefore, initial symptoms that include fasciculation, spasticity, muscle atrophy, and weakness emerge following axons retraction and consequent muscles' denervation. Patients lose the ability to talk and swallow and rely on parenteral nutrition and assisted ventilation to survive. The degeneration caused by ALS is progressive and irreversible. In addition to the autonomous mechanism of neuronal cell death, non-autonomous mechanisms have been proved to be toxic for motor neurons, such as the activation of astrocytes and microglia. Among the cells being studied to unveil these toxic mechanisms are pericytes, cells that help keep the integrity of the blood-brain barrier and blood-spinal cord barrier. In this chapter, we aim to discuss the role of pericytes in ALS.",2019
31074054,"How defects in muscle contractile function contribute to weakness in amyotrophic lateral sclerosis (ALS) were systematically investigated. Weakness in whole muscles from late stage SOD1<sup>G93A</sup> mice was explained by muscle atrophy as seen by reduced mass and maximal force. On the other hand, surviving single muscle fibres in late stage SOD1<sup>G93A</sup> have preserved intracellular Ca<sup>2+</sup> handling, normal force-generating capacity and increased fatigue resistance. These intriguing findings provide a substrate for therapeutic interventions to potentiate muscular capacity and delay the progression of the ALS phenotype.",2019
31022419,"Amyotrophic lateral sclerosis (ALS) is an adult-onset neurodegenerative disease characterized by progressive motor neuron (MN) death that leads to muscle weakness, paralysis, and eventually death. When symptoms become clinically evident, patients and ALS model animals (mSod1<sup>G93A</sup> mice) have already lost a large portion of motor units, suggesting the existence of a compensatory mechanism that allows for reactively normal movement despite denervation. Furthermore, it has been shown that specialized cholinergic synapses, the C-boutons, regulate activity strength of motor output in a task dependent manner. We hypothesized that the cholinergic modulation of motor neurons through C-boutons increases motor neuron excitability, and that this C-bouton associated activity increase in surviving motor neurons could compensate for motor unit loss during ALS disease progression. We first provide a thorough analysis of the muscle denervation and behavioral changes in the mSod1<sup>G93A</sup> mice using immunohistology, electrophysiology, and quantitative analysis of locomotor behavior. Then, in support of our hypothesis, we show that task dependent modulation of hindlimb muscle activation that relies on C-bouton activation diminishes as the disease progresses. Furthermore, the capability of mSod1<sup>G93A</sup> mice to walk at higher speeds on a treadmill decreases significantly at younger ages when C-boutons are silenced. Our observations that C-bouton modulation of motor neurons is involved in compensation during ALS disease progression can have significant therapeutic implications for sustaining mobility and preserving the quality of life in human ALS patients.",2019
30721407,"Amyotrophic lateral sclerosis (ALS) is a progressive, adult-onset neurodegenerative disease caused by degeneration of motor neurons in the brain and spinal cord leading to muscle weakness. Median survival after symptom onset in patients is 3-5 years and no effective therapies are available to treat or cure ALS. Therefore, further insight is needed into the molecular and cellular mechanisms that cause motor neuron degeneration and ALS. Different ALS disease mechanisms have been identified and recent evidence supports a prominent role for defects in intracellular transport. Several different ALS-causing gene mutations (e.g., in FUS, TDP-43, or C9ORF72) have been linked to defects in neuronal trafficking and a picture is emerging on how these defects may trigger disease. This review summarizes and discusses these recent findings. An overview of how endosomal and receptor trafficking are affected in ALS is followed by a description on dysregulated autophagy and ER/Golgi trafficking. Finally, changes in axonal transport and nucleocytoplasmic transport are discussed. Further insight into intracellular trafficking defects in ALS will deepen our understanding of ALS pathogenesis and will provide novel avenues for therapeutic intervention.",2019
30656593,"Amyotrophic lateral sclerosis (ALS) is a severe neurodegenerative disease caused by the loss of upper and lower motor neurons resulting in muscle weakness and paralysis. Recently, VGF, a neuropeptide that is a precursor of bioactive polypeptides, was found to be decreased in ALS patients, and its inducer exerted protective effects in models of ALS. These findings suggested that VGF was involved in the pathology of ALS. Here, we investigated the neuroprotective effects of various VGF-derived peptides in an in vitro ALS model. We applied seven VGF-derived peptides (TLQP-21, AQEE-30, AQEE-11, LQEQ-19, QEEL-16, LENY-13, and HVLL-7) to the motor neuron-derived cell line, NSC-34, expressing SOD1<sup>G93A</sup>, which is one of the mutated proteins responsible for familial ALS. Nuclear staining revealed that AQEE-30 and LQEQ-19, which are derived from the C-terminal polypeptide of the VGF precursor protein, attenuated neuronal cell death. Furthermore, immunoblot analysis demonstrated that LQEQ-19 promoted the phosphorylation of Akt and extracellular signal-regulated kinase (ERK) 1/2, and inhibiting these mitogen-activated MAP kinases (MAPKs) with phosphoinositide 3-kinase or MEK/ERK inhibitors, eliminated the neuroprotective effects of LQEQ-19. In conclusion, these results suggest that VGF C-terminal peptides exert their neuroprotective effects via activation of MAPKs such as Akt and ERK1/2. Furthermore, these findings indicate that VGF-derived peptides have potential application in ALS therapy.",2019
30370671,"Electrophysiological measurements are used in longitudinal clinical studies to provide insight into the progression of amyotrophic lateral sclerosis (ALS) and the relationship between muscle weakness and motor unit (MU) degeneration. Here, we used a similar longitudinal approach in the Cu/Zn superoxide dismutase (SOD1[G93A]) mouse model of ALS.",2019
30193933,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disorder characterized by progressive muscle weakness, paralysis, and death. Although its neuropathology is well investigated, currently, effective treatments are unavailable. The mechanism of ALS involves the aggregation and accumulation of several mutant proteins, including mutant copper‑zinc superoxide dismutase (SOD1), TAR DNA binding protein 43 kDa (TDP-43) and fused in sarcoma (FUS) proteins. Previous reports have shown that excessive oxidative stress, associated with mitochondrial dysfunction and mutant protein accumulation, contributes to ALS pathology. The present study focuses on the promotion of SOD1 misfolding and aggregation by oxidative stress. Having recently synthesized novel organic gem-dihydroperoxides (DHPs) with high anti-oxidant activity, we now examined whether DHPs reduce the mutant SOD1-induced intracellular aggregates involved in oxidative stress. We found that, among DHPs, 12AC2O significantly inhibited mutant SOD1-induced cell death and reduced the intracellular mutant SOD1 aggregates. Moreover, immunofluorescence staining with redox-sensitive dyes showed that 12AC2O reduced the excessive level of intracellular mutant SOD1-induced reactive oxygen species (ROS). Additionally, ESR analysis showed that 12AC2O exerts a direct scavenging effect against the hydroxyl radical (OH) and the superoxide anion (O<sub>2</sub><sub>-</sub>). These results suggest that 12AC2O is a very useful agent in combination with other agents against ALS.",2018
29981425,"Recent studies described a critical role for microglia in amyotrophic lateral sclerosis (ALS), where these CNS-resident immune cells participate in the establishment of an inflammatory microenvironment that contributes to motor neuron degeneration. Understanding the mechanisms leading to microglia activation in ALS could help to identify specific molecular pathways which could be targeted to reduce or delay motor neuron degeneration and muscle paralysis in patients. The intermediate-conductance calcium-activated potassium channel KCa3.1 has been reported to modulate the ""pro-inflammatory"" phenotype of microglia in different pathological conditions. We here investigated the effects of blocking KCa3.1 activity in the hSOD1<sup>G93A</sup>ALS mouse model, which recapitulates many features of the human disease. We report that treatment of hSOD1<sup>G93A</sup> mice with a selective KCa3.1 inhibitor, 1-[(2-chlorophenyl)diphenylmethyl]-1H-pyrazole (TRAM-34), attenuates the ""pro-inflammatory"" phenotype of microglia in the spinal cord, reduces motor neuron death, delays onset of muscle weakness, and increases survival. Specifically, inhibition of KCa3.1 channels slowed muscle denervation, decreased the expression of the fetal acetylcholine receptor γ subunit and reduced neuromuscular junction damage. Taken together, these results demonstrate a key role for KCa3.1 in driving a pro-inflammatory microglia phenotype in ALS.",2018
29656361,"Amyotrophic lateral sclerosis (ALS) is an adult-onset fatal neurodegenerative disease characterized by muscle wasting, weakness, and spasticity due to a progressive degeneration of cortical, brainstem, and spinal motor neurons. The etiopathological causes are still largely obscure, although astrocytes definitely play a role in neuronal damage. Several mechanisms have been proposed to concur to neurodegeneration in ALS, including mitochondrial dysfunction. We have previously shown profound modifications of glutamate release and presynaptic plasticity in the spinal cord of the SOD1<sup>G93A</sup> mouse model of ALS. In this work, we characterized, for the first time, the aerobic metabolism in two specific compartments actively involved in neurotransmission (i.e. the presynaptic district, using purified synaptosomes, and the perisynaptic astrocyte processes, using purified gliosomes) in SOD1<sup>G93A</sup> mice at different stages of the disease. ATP/AMP ratio was lower in synaptosomes isolated from the spinal cord, but not from other brain areas, of SOD1<sup>G93A</sup> vs. control mice. The energy impairment was linked to altered oxidative phosphorylation (OxPhos) and increment of lipid peroxidation. These metabolic dysfunctions were present during disease progression, starting at the very pre-symptomatic stages, and did not depend on a different number of mitochondria or a different expression of OxPhos proteins. Conversely, gliosomes showed a reduction of the ATP/AMP ratio only at the late stages of the disease and an increment of oxidative stress also in the absence of a significant decrement in OxPhos activity. Data suggest that the presynaptic neuronal moiety plays a pivotal role for synaptic energy metabolism dysfunctions in ALS. Changes in the perisynaptic compartment seem subordinated to neuronal damage.",2018
29650983,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease that affects the motor system leading to generalized paralysis and death of patients. The understanding of early pathogenic mechanisms will help to define early diagnostics criteria that will eventually provide basis for efficient therapeutics. Early symptoms of ALS usually include muscle weakness or stiffness. Therefore, mechanical response of differentiated myotubes from primary cultures of mice, expressing the ALS-causing SOD1 <sup>G93A</sup> mutation, was examined by atomic force microscopy. Simultaneous acquisition of topography and cell elasticity of ALS myotubes was performed by force mapping method, compared with healthy myotubes and supplemented with immunofluorescence and qRT-PCR studies. Wild type myotubes reveal a significant difference in elasticity between a narrow and a wide population, consistent with maturation occurring with higher actin expression relative to myosin together with larger myotube width. However, this is not true for SOD1 <sup>G93A</sup> expressing myotubes, where a significant shift of thin population towards higher elastic modulus values was observed. We provide evidence that SOD1 mutant induces structural changes that occurs very early in muscle development and well before symptomatic stage of the disease. These findings could significantly contribute to the understanding of the role of skeletal muscle in ALS pathogenesis.",2018
29625589,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disorder characterized by progressive muscle weakness, paralysis and death. There is no effective treatment for ALS and stem cell therapy has arisen as a potential therapeutic approach.",2018
29606582,"Diversified neurons are essential for sensorimotor function, but whether astrocytes become specialized to optimize circuit performance remains unclear. Large fast α-motor neurons (FαMNs) of spinal cord innervate fast-twitch muscles that generate peak strength. We report that ventral horn astrocytes express the inward-rectifying K<sup>+</sup> channel Kir4.1 (a.k.a. Kcnj10) around MNs in a VGLUT1-dependent manner. Loss of astrocyte-encoded Kir4.1 selectively altered FαMN size and function and led to reduced peak strength. Overexpression of Kir4.1 in astrocytes was sufficient to increase MN size through activation of the PI3K/mTOR/pS6 pathway. Kir4.1 was downregulated cell autonomously in astrocytes derived from amyotrophic lateral sclerosis (ALS) patients with SOD1 mutation. However, astrocyte Kir4.1 was dispensable for FαMN survival even in the mutant SOD1 background. These findings show that astrocyte Kir4.1 is essential for maintenance of peak strength and suggest that Kir4.1 downregulation might uncouple symptoms of muscle weakness from MN cell death in diseases like ALS.",2018
29569488,"In addition to muscle weakness, amyotrophic lateral sclerosis (ALS) is associated with an increased incidence of skeletal fractures. The SOD1<sup>G93A</sup> mouse model recapitulates many features of human ALS. These mice also exhibit decreased bone mass. However, the functional, or biomechanical, behavior of the skeleton in SOD1<sup>G93A</sup> mice has not been investigated. To do so, we examined skeletal phenotypes in end-stage (16-week-old) SOD1<sup>G93A</sup> female mice and healthy littermate female controls (N = 9-10/group). Outcomes included trabecular and cortical bone microarchitecture by microcomputed tomography; stiffness and strength via three-point bending; resistance to crack growth by fracture toughness testing; and cortical bone matrix properties via cyclic reference point indentation. SOD1<sup>G93A</sup> mice had similar bone size, but significantly lower trabecular bone mass (-54%), thinner trabeculae (-41%) and decreased cortical bone thickness (-17%) and cortical area (-18%) compared to control mice (all p < 0.01). In line with these bone mass and microstructure deficits, SOD1<sup>G93A</sup> mice had significantly lower femoral bending stiffness (-27%) and failure moment (-41%), along with decreased fracture toughness (-18%) (all p < 0.001). This is the first study to demonstrate functional deficits in the skeleton of end-stage ALS mice, and imply multiple mechanisms for increased skeletal fragility and fracture risk in patients in ALS. Importantly, our results provide strong rationale for interventions to reduce fracture risk in ALS patients with advanced disease.",2018
29555890,No abstract available.,2018
